AÑO,SEDE,FACULTAD,CARRERA,OBSERVACIONES
2019,SEDE 8,FACULTAD 5,LICENCIATURA 22,cafeteria cara
2019,SEDE 2,FACULTAD 1,INGENIERIA 01,Cafetería cara
2019,SEDE 4,FACULTAD 3,INGENIERIA 15,Cafetería cara
2019,SEDE 5,FACULTAD 5,LICENCIATURA 22,Cafetería cara
2019,SEDE 8,FACULTAD 1,LICENCIATURA 03,Cafetería cara
2019,SEDE 2,FACULTAD 5,LICENCIATURA 22,cafetería cara y pura comida chatarra
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Cafetería cerrada para los estudiantes de turno nocturno
2019,SEDE 1,FACULTAD 3,LICENCIATURA 12,Cafeteria cierra temprano
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafeteria cietra en.hora no adecuada
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería comida
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Cafetería comida no hay todo el tiempo
2019,SEDE 5,FACULTAD 4,LICENCIATURA 15,Cafetería comida y costo
2019,SEDE 1,FACULTAD 2,TÉCNICO 05,Cafeteria comidas
2019,SEDE 5,FACULTAD 3,LICENCIATURA 08,Cafetería con más cosas
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafetería con mayor capacidad
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafetería con mejor menu
2019,SEDE 4,FACULTAD 5,LICENCIATURA 27,Cafeteria con menú barato
2019,SEDE 2,FACULTAD 1,LICENCIATURA 05,cafetería con menú nulamente saludable
2019,SEDE 6,FACULTAD 2,INGENIERIA 07,Cafetería con poca capacidad
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,Cafetería con poca comida y en la noche cierra temprano
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,"cafetería con poco espacio, 45 minutos para tener tu comida, al llegar ya no hay"
2019,SEDE 2,FACULTAD 3,LICENCIATURA 10,Cafetería con precios más bajos
2019,SEDE 5,FACULTAD 1,INGENIERIA 04,Cafetería con precios no adecuado para estudiantes
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafetería con un horario más extenso.
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,"Cafetería con un menú limitado, antes estaba mejor donde se podía elegir"
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería con Variedad de productos por lo menos hasta las 8 p.m.
2019,SEDE 4,FACULTAD 3,LICENCIATURA 08,Cafetería con variedad para los del turno de la noche
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria de ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafetería de ---- hay largas filas
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,cafeteria de ---- muy cara y sin facilidades de pago solo efectivo
2019,SEDE 1,FACULTAD 1,POSTGRADO 18,CAFETERIA DE MAESTRIA
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Cafetería de noche
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Cafetería debe de estar abierta más tiempo para el turno nocturno
2019,SEDE 7,FACULTAD 1,LICENCIATURA 04,Cafetería debe haber más variadas de alimentos
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Cafeteria debe mejorar la calidad de coccion de la comida
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,"Cafetería debe mejorar los espacios y los tiempos, ademas comida de baja calidad en el menú estudiantil por lo menos que la tulip sea marca tulip no una tremenda porquería"
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafetería deben mejorar las porciones qué brindan a los estudiantes por el precio
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,cafeteria deben mejorar los alimentos
2019,SEDE 7,FACULTAD 3,LICENCIATURA 09,Cafetería deben poner más variedad de productos y ayudar a las que atienden un poco más de como se atiende a un cliente
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Cafetería debería aceptar yappy
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafetería debería cerrar más tarde.
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Cafetería debería ser como antes de pandemia
2019,SEDE 4,FACULTAD 3,LICENCIATURA 08,Cafeteria Deberia tener mas variedad
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería debería tener más variedad de opciones
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,cafeteria del ----
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Cafetería del ----
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,cafeteria del 2do piso en ---- muy congestionadas por pocas mesas
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,cafeteria del edificio de ---- incrementar punto pago
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,cafetería del piso de ---- no acepta tarjeta
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,"Cafetería demasiado pequeña y las clases inician a las 5:55 pm, debido a que la misma está llena y con larga fila para pedir a los de turno nocturno no nos da tiempo de poder comer"
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Cafeteria edificio  nuevo
2019,SEDE 1,FACULTAD 1,INGENIERIA 05,"cafetería el horario de atención para la jornada nocturna, cierra muy pronto y la comida se acaba."
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria en 
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafeteria en ----
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafetería en ----
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería en ----
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería en ----
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería en ----
2019,SEDE 5,FACULTAD 4,LICENCIATURA 15,Cafetería en decadencia
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería en edificio azul
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,cafeteria en edificio de aulas
2019,SEDE 1,FACULTAD 1,LICENCIATURA 01,Cafetería en edificios nuevos
2019,SEDE 1,FACULTAD 1,INGENIERIA 02,cafeteria en el ----
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafeteria en el ----
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafeteria en el ----
2019,SEDE 1,FACULTAD 2,INGENIERIA 12,Cafeteria en el ----
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Cafeteria en el ----
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafetería en el ----
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafetería en el ----
2019,SEDE 1,FACULTAD 2,INGENIERIA 12,Cafetería en el ----
2019,SEDE 1,FACULTAD 2,TÉCNICO 05,Cafetería en el ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,Cafetería en el ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,Cafetería en el ----
2019,SEDE 1,FACULTAD 3,INGENIERIA 16,Cafetería en el ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafetería en el ----
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Cafetería en el ----
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,CAFETERIA EN EL EDIFCIO 4
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería en el edificio #4 de aulas
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Cafetería en el edificio #4 y precios asequibles en estas.
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería en el edificio azul
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,Cafeteria en el edificio azul evitariamos caminar tan lejos y mas en tiempo de lluvia
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria en el edificio de aulas
2019,SEDE 1,FACULTAD 1,LICENCIATURA 03,Cafeteria en el edi----o 3
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería en el salón edificio de aulas
2019,SEDE 1,FACULTAD 3,INGENIERIA 16,Cafeteria en la noche
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería en la sede Tocumen para los que estudiamos en la noche
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafetería en laboratorios de Sede Tocumen
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,"Cafetería en los edificios nuevos, que se habiliten los laboratorios"
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería en los edificios que le hace falta
2019,SEDE 1,FACULTAD 5,LICENCIATURA 27,cafeteria en mas horarios
2019,SEDE 1,FACULTAD 1,POSTGRADO 18,"cafetería en postgrado o al menos una maquina de hacer café de las que son automáticas, de las que venden platanitos, porque a veces por cosas de trabajo no hay tiempo para cenar"
2019,SEDE 1,FACULTAD 1,INGENIERIA 04,Cafetería en todos los edificios
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Cafeteria en turno nocturno
2019,SEDE 7,FACULTAD 3,INGENIERIA 15,Cafetería en variedad de alimentos del menú estudiantil
2019,SEDE 4,FACULTAD 1,LICENCIATURA 04,Cafetería esta demasiado costoso
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Cafeteria excelente
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,Cafetería extender el horario hasta las 8.30 pm
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Cafetería funcional para el turno nocturno en el edificio de Aulas
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,CAFETERIA HASAT MAS TARDE
2019,SEDE 8,FACULTAD 4,LICENCIATURA 15,Cafetería hasta más tarde
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,Cafetería hasta mas. Tarde
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafeteria horario de cierre más tarde
2019,SEDE 2,FACULTAD 1,INGENIERIA 01,Cafeteria insufisciente
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,Cafetería la calidad y variedad de los productos debe mejorar
2019,SEDE 8,FACULTAD 5,LICENCIATURA 23,"Cafetería la comida no es balanceada, casi todo es frito, no venden frutas"
2019,SEDE 1,FACULTAD 6,INGENIERIA 26,Cafetería lenta en el servicio
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafeteria llena
2019,SEDE 8,FACULTAD 1,LICENCIATURA 05,Cafeteria llena
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,cafeteria los fines de semana
2019,SEDE 1,FACULTAD 4,POSTGRADO 08,cafetería los fines de semana
2019,SEDE 8,FACULTAD 1,LICENCIATURA 03,"Cafetería los precios están muy elevados, en otras universidades la comida está más barata para los estudiantes."
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,cafetería mas  variedad de comidas en el turno de la mañana
2019,SEDE 5,FACULTAD 1,LICENCIATURA 03,cafetería mas accesible
2019,SEDE 4,FACULTAD 3,LICENCIATURA 08,cafetería mas alimentos para los alumnos de la tarde y noche
2019,SEDE 8,FACULTAD 3,INGENIERIA 15,Cafeteria mas barata
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria más barata
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería mas espacio físico
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,Cafetería mas rápida.
2019,SEDE 1,FACULTAD 4,POSTGRADO 08,Cafetería mejor comida
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafeteria mejor equipada
2019,SEDE 5,FACULTAD 4,LICENCIATURA 15,Cafetería mejora en lo isumos y los precios
2019,SEDE 7,FACULTAD 1,LICENCIATURA 04,Cafeteria mejorar
2019,SEDE 1,FACULTAD 6,INGENIERIA 26,Cafetería mejorar área porque hay muchas moscas
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria mejorar la variedad de comida
2019,SEDE 6,FACULTAD 1,LICENCIATURA 03,Cafeteria mejorar menu
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,Cafetería menu
2019,SEDE 7,FACULTAD 5,LICENCIATURA 22,Cafeteria menu muy poco variado
2019,SEDE 2,FACULTAD 5,LICENCIATURA 23,Cafetería misma comida en la tarde
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Cafeteria muy cara
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,Cafetería muy cara
2019,SEDE 4,FACULTAD 3,INGENIERIA 15,Cafetería muy cara
2019,SEDE 8,FACULTAD 1,INGENIERIA 01,Cafetería muy cara
2019,SEDE 4,FACULTAD 3,INGENIERIA 15,Cafetería muy caro
2019,SEDE 8,FACULTAD 1,INGENIERIA 01,Cafetería muy costosa
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,Cafetería muy llena
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafetería muy llena
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Cafetería muy pequeña para cantidad de estudiantes
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafeteria necesita mas personal para evitar largas filas
2019,SEDE 1,FACULTAD 6,INGENIERIA 26,Cafeteria necesita mejores precios y variedad
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafeteria no hay variedad absoluta en la noche Ing. ----
2019,SEDE 5,FACULTAD 3,LICENCIATURA 08,Cafetería no tiene opciones de comida
2019,SEDE 7,FACULTAD 5,LICENCIATURA 23,Cafetería no tiene variedad de menu
2019,SEDE 1,FACULTAD 2,TÉCNICO 05,Cafetería nocturna
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,cafetería nocturna
2019,SEDE 7,FACULTAD 3,INGENIERIA 15,Cafetería nocturna
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería nocturna no hay.
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafetería o Kiosko en el ----
2019,SEDE 1,FACULTAD 1,INGENIERIA 05,Cafetería o mini cafetería en el ----
2019,SEDE 7,FACULTAD 4,LICENCIATURA 15,cafeteria p.oeste
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Cafeteria para 
2019,SEDE 1,FACULTAD 2,INGENIERIA 12,Cafeteria para el ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería para el ----
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Cafetería para el ----
2019,SEDE 1,FACULTAD 6,LICENCIATURA 24,Cafetería para estudiantes en la noche
2019,SEDE 1,FACULTAD 1,LICENCIATURA 01,Cafetería para los horarios de la noche
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafetería para los horarios nocturnos
2019,SEDE 8,FACULTAD 3,LICENCIATURA 10,cafeteria pequeña
2019,SEDE 5,FACULTAD 1,LICENCIATURA 04,Cafetería pequeña para mucho estudiante
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Cafetería poca cantidad de comida
2019,SEDE 7,FACULTAD 5,INGENIERIA 25,Cafetería poca comida
2019,SEDE 2,FACULTAD 2,LICENCIATURA 07,Cafetería poca económica
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Cafetería poca variedad y altos costos.
2019,SEDE 6,FACULTAD 3,LICENCIATURA 08,Cafetería poco económica
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,cafetería poco espacio
2019,SEDE 7,FACULTAD 1,LICENCIATURA 05,Cafetería pocos alimentos
2019,SEDE 1,FACULTAD 2,POSTGRADO 20,Cafetería por porción y no por menú porfa.
2019,SEDE 8,FACULTAD 1,LICENCIATURA 04,Cafeteria precios
2019,SEDE 4,FACULTAD 5,LICENCIATURA 27,Cafetería precios
2019,SEDE 4,FACULTAD 3,LICENCIATURA 10,Cafeteria precios altos
2019,SEDE 8,FACULTAD 4,LICENCIATURA 15,Cafeteria precios altos
2019,SEDE 2,FACULTAD 2,LICENCIATURA 07,Cafetería precios caros
2019,SEDE 2,FACULTAD 2,LICENCIATURA 07,Cafetería privada=precios elevados
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafeteria que cierre mas tarde
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafetería siempre hay largas filas
2019,SEDE 6,FACULTAD 6,LICENCIATURA 24,Cafetería sin varidad de alimentos horarios nocturnos casi inexistentes y poco personal lo que hace que las filas sean demasiado extensas y no nos permite comprar y comer entre horas.
2019,SEDE 8,FACULTAD 2,INGENIERIA 08,Cafeteria un poco costosa
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Cafetería un poco costosa
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Cafetería varias el menú
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cafeteria variedad
2019,SEDE 7,FACULTAD 2,LICENCIATURA 07,Cafeteria variedad
2019,SEDE 8,FACULTAD 4,LICENCIATURA 15,Cafeteria vende muy caro
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,CAFETERIA Y ALIMENTOS QUE ENCONTRAMOS DENTRO DE ELLA.
2019,SEDE 1,FACULTAD 1,INGENIERIA 06,Cafetería y menú estudiantil
2019,SEDE 5,FACULTAD 1,LICENCIATURA 04,"Cafeteria, Alimento para el turno nocturno"
2019,SEDE 1,FACULTAD 1,POSTGRADO 17,"Cafeteria, antes la comida era mas variada"
2019,SEDE 4,FACULTAD 5,LICENCIATURA 22,"Cafetería, con más opciones de comida en el CR de ----"
2019,SEDE 2,FACULTAD 5,LICENCIATURA 22,"Cafetería, deberían cambiar los menús y ponerlos más baratos"
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,"Cafetería, demasiado costosa."
2019,SEDE 8,FACULTAD 1,LICENCIATURA 04,"Cafetería, es muy caro"
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,"Cafetería, filas enormes, a las 8pm ya no queda casi nada."
2019,SEDE 1,FACULTAD 2,TÉCNICO 05,"Cafeteria, horario"
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,"Cafeteria, horario de almuerzo: muy lento"
2019,SEDE 1,FACULTAD 2,INGENIERIA 07,"Cafeteria, horarios"
2019,SEDE 1,FACULTAD 1,INGENIERIA 03,"Cafetería, la comida no es variada y solo es por menú, se debe volver al buffet"
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,"CAFETERIA, MAS VARIEDAD"
2019,SEDE 7,FACULTAD 1,LICENCIATURA 02,"Cafetería, más variedad de comidas a todas horas. El desayuno no suele alcanzar para los que llegan después de las 8"
2019,SEDE 7,FACULTAD 1,LICENCIATURA 02,"Cafeteria, mas variedd de productos, galletas jugos sodas, snakc.  Que cuenten con suficiente vuelto. Que no sea solo la comida que incluyan mas variedad dentro de la cafeteria."
2019,SEDE 1,FACULTAD 1,INGENIERIA 06,"Cafetería, mejor comida para estudiantes"
2019,SEDE 5,FACULTAD 5,LICENCIATURA 22,"Cafeteria, Menu mas variado y saludable. Precios consonos a lo actualidad"
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,"Cafeteria, muebles"
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,"Cafeteria, muy pequeña y no todo el día tienen algo para comer"
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,"Cafeteria, nunca hay nada bueno de comer"
2019,SEDE 2,FACULTAD 3,INGENIERIA 15,"Cafeteria, poca variedad para el precio que vale."
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,"Cafeteria, precios"
2019,SEDE 6,FACULTAD 2,TÉCNICO 05,"Cafetería, tiene comida que da tristeza, y para el horario nocturno no alcanza."
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,"Cafeteria, variación de productos ya q no tienen variedad"
2019,SEDE 5,FACULTAD 1,LICENCIATURA 03,"Cafetería, variedad de menú"
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,"Cafetería, ya que no hay variedad, podría ser más saludable la comida"
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafetería.
2019,SEDE 2,FACULTAD 1,LICENCIATURA 03,Cafetería. La comida que se brinda no es de buena calidad.
2019,SEDE 4,FACULTAD 4,LICENCIATURA 15,Cafetería. Muy caro
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,"Cafetería. No hay espacio, la comida se acaba muy rápido y no tienen variedad en el menú, muchas veces la comida tiene poco valor nutricional"
2019,SEDE 3,FACULTAD 1,LICENCIATURA 03,Cafetería. No hay muchas variedades de opciones y tampoco la cantidad suficiente de alimentos para los estudiantes de la UTP.
2019,SEDE 4,FACULTAD 1,INGENIERIA 01,"Cafetería: de ser posible, reducir un poco los precios de los alimentos. Ya sabemos que la cafetería es alquilada, pero de todos modos los precios están un poco elevados."
2019,SEDE 7,FACULTAD 5,LICENCIATURA 27,cafeteria: deberían hacer más variedad de comidas
2019,SEDE 7,FACULTAD 5,LICENCIATURA 23,"Cafetería: en cuanto a calidad, su sabor deja mucho que desear y la variedad bastante escasa"
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,Cafetería: escasez de variedad de alimentos y no hay yappy como medio de pago.
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,"Cafetería: más formas de pago y puestos para pagar con tarjeta, igual que mejorar el sistema para mayor eficiencia"
2019,SEDE 7,FACULTAD 6,LICENCIATURA 24,"CAFETERIA: me compré una orden de puré que costó un dólar y tanto y cuando me sirvieron solo era un bultito que con 2 cucharadas lo terminé (eso es una burla), ya que gasté mi plata en vano"
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,"cafeteria: mejoren la calidad de la comida, han desmejorado mucho"
2019,SEDE 8,FACULTAD 5,INGENIERIA 25,Cafetería: podría mejorarse los precios.
2019,SEDE 2,FACULTAD 3,LICENCIATURA 08,"Cafetería: precios altos, poca variedad, comida fria"
2019,SEDE 4,FACULTAD 1,INGENIERIA 01,"Cafetería: siguiendo con el tema, que el menú básico rebaje de precio un poco también."
2019,SEDE 8,FACULTAD 5,LICENCIATURA 20,"Cafetería: tener en cuenta el estado económico de los estudiantes, dicho productos que se vende le aumenta el precio, también aplicar otros tipos de pago por ejemplo por yappy o tarjeta"
2019,SEDE 3,FACULTAD 1,LICENCIATURA 04,Cafetería: tener un menú más amplio y diferentes todos los días.
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,Cafetería: varias los menús
2019,SEDE 7,FACULTAD 3,LICENCIATURA 09,Cafetería: variedad de productos y forma de pago (yappy y tarjetas)
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,CAFETERIA…
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,Cafeterias
2019,SEDE 1,FACULTAD 5,INGENIERIA 23,Cafeterias
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Cafeterias
2019,SEDE 1,FACULTAD 5,INGENIERIA 23,Cafeterías
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,Cafeterías
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,Cafeterías
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Cafeterías 24hrs
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafeterias abiertas por mas tiempo
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Cafeterías aceptar billetes de 5 dolares
2019,SEDE 1,FACULTAD 1,LICENCIATURA 01,cafeterías cierran 8 de la noche la salida es a las 10:45
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Cafeterías con mejor comida para horarios de la noche.
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafeterias en el ----
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Cafeterías en todos los edificios y turno nocturno
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,Cafeterías llenas
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafeterías llenas
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,cafeterías muy llenas
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Cafeterías muy llenas
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Cafeterias nocturnas
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Cafeterías nuevas
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Cafeterias o quioscos en la noche
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Cafeterías para comer en la noche
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,cafetin
2019,SEDE 6,FACULTAD 2,TÉCNICO 05,Cafetin
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cafetin
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,cafetin cierra muy temprano respecto a la noche
2019,SEDE 1,FACULTAD 2,INGENIERIA 12,cafetín mas tiempo
2019,SEDE 6,FACULTAD 2,LICENCIATURA 07,Cafetin muy caro
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,Cafetin precios exorbitantes
2019,SEDE 8,FACULTAD 4,LICENCIATURA 15,Cafetín un poco caro
2019,SEDE 7,FACULTAD 4,LICENCIATURA 15,cafetria
2019,SEDE 1,FACULTAD 4,LICENCIATURA 18,Cafetria en la noche en la utp de tocumen no hay.
2019,SEDE 6,FACULTAD 1,LICENCIATURA 04,Cafetwria
2019,SEDE 1,FACULTAD 5,POSTGRADO 36,Cafteria
2019,SEDE 4,FACULTAD 3,LICENCIATURA 10,Caída constante del WiFi
2019,SEDE 1,FACULTAD 5,LICENCIATURA 27,Caida del sistema o servidor
2019,SEDE 2,FACULTAD 2,LICENCIATURA 07,Caídas de tensión y pérdidas de líneas ----s que lo dejaron sin luz ----
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,caidas del internet.
2019,SEDE 3,FACULTAD 1,LICENCIATURA 03,Caja
2019,SEDE 5,FACULTAD 3,LICENCIATURA 08,caja
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Caja
2019,SEDE 3,FACULTAD 6,POSTGRADO 12,caja de la universidad
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Caja de pagar
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Caja para pagar matricula en horarios un poco mas tardes
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Cajas de cobro para la noche.
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Cajas en la cafetería
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Cajas que atiendan aestudiantes en la noche
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Cajero
2019,SEDE 1,FACULTAD 5,LICENCIATURA 23,Cajero
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cajero atm
2019,SEDE 1,FACULTAD 1,INGENIERIA 02,Cajero en las facultades
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,Cajero o punto de recarga
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Cajeros
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Cajeros automáticos
2019,SEDE 7,FACULTAD 1,LICENCIATURA 02,Cajeros automáticos
2019,SEDE 1,FACULTAD 6,INGENIERIA 26,calefacción de los aires
2019,SEDE 1,FACULTAD 3,POSTGRADO 41,cali----aciones rigurosas en comparación con la explicación
2019,SEDE 1,FACULTAD 1,INGENIERIA 05,cali----ar conceptos
2019,SEDE 8,FACULTAD 5,LICENCIATURA 27,Calibrar proyectores
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Calidad
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Calidad
2019,SEDE 7,FACULTAD 5,INGENIERIA 25,Calidad
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,Calidad de alimentos
2019,SEDE 4,FACULTAD 5,LICENCIATURA 23,Cálidad de alimentos
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Calidad de atención en los maestros
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Calidad de comida
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Calidad de comida
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Calidad de comida
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,Calidad de comida en la cafetería
2019,SEDE 1,FACULTAD 2,INGENIERIA 12,Calidad de comida ha sido baja
