AÑO,SEDE,FACULTAD,CARRERA,OBSERVACIONES
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,"Los estacionamiento con piso son poco, estacionarse en donde se supone que van a hacer el nuevo edificio es llegar al salon con los zapatos llenos de lodo y sucios."
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,los estacionamiento no puedo puntuar si no utilizo
2019,SEDE 8,FACULTAD 1,INGENIERIA 01,"los estacionamiento son escasos a las horas picos, en la mayoria del dia se encuentran pero estos sin techar."
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,Los estacionamiento son muy escasos
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los estacionamiento también debe mejorar o tener un guia de donde estacionarse o no hacerlo ya que hay carros que ocupan el paso peatonal.
2019,SEDE 8,FACULTAD 1,LICENCIATURA 05,"Los estacionamiento, en los días lluvioso hay áreas que se vuelven muy peligrosas debido al terreno fangoso que se forma por la lluvia, se agradecería que se rellenara con una capa de piedra."
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Los estacionamientos
2019,SEDE 2,FACULTAD 3,INGENIERIA 15,Los estacionamientos
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,Los estacionamientos
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,Los estacionamientos
2019,SEDE 6,FACULTAD 2,TÉCNICO 05,Los estacionamientos
2019,SEDE 6,FACULTAD 3,LICENCIATURA 08,Los estacionamientos
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,Los estacionamientos
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,Los estacionamientos
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,Los estacionamientos
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,los estacionamientos
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Los estacionamientos
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,los estacionamientos
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Los estacionamientos
2019,SEDE 1,FACULTAD 2,INGENIERIA 07,Los estacionamientos
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos
2019,SEDE 1,FACULTAD 2,TÉCNICO 05,Los estacionamientos
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Los estacionamientos
2019,SEDE 1,FACULTAD 3,LICENCIATURA 09,Los estacionamientos
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los estacionamientos
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los estacionamientos
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Los estacionamientos
2019,SEDE 1,FACULTAD 4,INGENIERIA 18,Los estacionamientos
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Los estacionamientos
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Los estacionamientos
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Los estacionamientos
2019,SEDE 7,FACULTAD 1,LICENCIATURA 04,Los estacionamientos
2019,SEDE 7,FACULTAD 5,LICENCIATURA 27,Los estacionamientos
2019,SEDE 7,FACULTAD 2,TÉCNICO 04,Los estacionamientos
2019,SEDE 7,FACULTAD 4,LICENCIATURA 15,Los estacionamientos
2019,SEDE 8,FACULTAD 1,LICENCIATURA 03,Los estacionamientos
2019,SEDE 8,FACULTAD 3,INGENIERIA 15,los estacionamientos
2019,SEDE 8,FACULTAD 3,LICENCIATURA 08,Los estacionamientos
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Los estacionamientos a todo sol
2019,SEDE 6,FACULTAD 3,LICENCIATURA 08,"Los estacionamientos al ser directamente de tierra, cuando llueve tiene a ser peligroso porque resbalan los carros y puede ocasionar un accidente"
2019,SEDE 1,FACULTAD 1,LICENCIATURA 03,Los estacionamientos así como la seguridad vial para los estudiantes en poca
2019,SEDE 6,FACULTAD 2,INGENIERIA 07,Los estacionamientos aveces es complicado encontrar parqueadero. Pero esto no es siempre. Ya que siempre se encuentra parqueadero del lado donde estan los pinos. Pero es mucho mas lejos.
2019,SEDE 6,FACULTAD 3,INGENIERIA 15,Los estacionamientos ciertas veces
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Los estacionamientos de la facultad de ---- están llenos y fuera puede ser poco seguro
2019,SEDE 6,FACULTAD 5,INGENIERIA 25,Los estacionamientos de la institución son insufiscientes
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,los estacionamientos de tocumen llenos de huecos
2019,SEDE 7,FACULTAD 1,LICENCIATURA 04,los estacionamientos deben estar mas iluminados
2019,SEDE 2,FACULTAD 4,INGENIERIA 17,Los estacionamientos deben ser techados
2019,SEDE 1,FACULTAD 6,LICENCIATURA 24,Los estacionamientos deben tener más seguridad
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos deberia haber estacionamientos bien posicionados para los estudiantes no solo para los profesores
2019,SEDE 4,FACULTAD 3,INGENIERIA 15,Los estacionamientos deberían contar con cámaras de vídeo vigilancia.
2019,SEDE 8,FACULTAD 3,LICENCIATURA 10,Los estacionamientos deberían mejorar las condiciones
2019,SEDE 6,FACULTAD 1,LICENCIATURA 04,Los estacionamientos deberían ser de cemento y no se tierra.
2019,SEDE 2,FACULTAD 3,LICENCIATURA 08,los estacionamientos del area de la cancha son muy reducidos
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los estacionamientos del edificio nuevo deberían contar con techo hasta llevar a las instalaciones
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,Los estacionamientos en el CRPO son reducidos.
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,los estacionamientos en horarios vespertino y nocturno no son suficientes para la cantidad de vehículos
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,Los estacionamientos en su mayoría son insufiscientes
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,Los estacionamientos es un desorden
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,"Los estacionamientos es un tema dificil de resolver, pero se debe ir evaluando construcción de edificios de estacionamiento, considero que la gente los pagaria mensualmente por un puesto fijo y seguro"
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Los estacionamientos es un tema que hay que mejorar.
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,Los estacionamientos es una di----ultad que se debería mejorar
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,Los estacionamientos están bajo el sol y la lluvia
2019,SEDE 8,FACULTAD 5,LICENCIATURA 22,"Los estacionamientos están bien, pero la mayor parte del tiempo no hay suficientes espacios para muchos carros"
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,"Los estacionamientos estan limitados, a veces estaciono afuera pero es oscuro, da miedo"
2019,SEDE 2,FACULTAD 3,LICENCIATURA 13,Los estacionamientos están reducidos por la construcción de la nueva facultad y es complicado estacionarse
2019,SEDE 8,FACULTAD 1,INGENIERIA 01,Los estacionamientos estás al aire libre
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos hay muy pocos
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,Los estacionamientos hay pocos
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,Los estacionamientos los de enfrente que son ocupados por docentes de la escuela y x personas que también van a la escuela.
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,"Los estacionamientos no alcanzan para la cantidad de estudiantes, administrativos, profesores…"
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Los estacionamientos no dan abastos.
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,Los estacionamientos no hay a veces
2019,SEDE 6,FACULTAD 3,INGENIERIA 15,Los estacionamientos no son adecuados
2019,SEDE 8,FACULTAD 3,INGENIERIA 15,Los estacionamientos no son adecuados y en muchas ocasiones hay personas que deben ubicarse a orillas de la calle por que no hay.
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los estacionamientos no son suficientes
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,"Los estacionamientos no son suficientes aparte que muchas veces quedan vacios porque son ""reservados para personal academico"" y quedan todo el tiempo vacios"
2019,SEDE 7,FACULTAD 5,LICENCIATURA 21,Los estacionamientos no son suficientes o por lo menos si no hay espacio afuera sería ideal arreglar un poco para otros
2019,SEDE 6,FACULTAD 3,INGENIERIA 15,"Los estacionamientos no tienen luz, estan sucios porque estan o en piedras o en lodo y no están techados ni hay algun techo para pasar a recoger o dejar a alguien."
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Los estacionamientos para los estudiantes
2019,SEDE 1,FACULTAD 6,#N/A,Los estacionamientos para motocicletas es pequeño parece de bicicletas en lugar de motos
2019,SEDE 7,FACULTAD 3,LICENCIATURA 08,LOS ESTACIONAMIENTOS POCO ESPACIO
2019,SEDE 1,FACULTAD 3,INGENIERIA 16,Los estacionamientos por favor más
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,Los estacionamientos que siempre nos llenamos de lodo y tierra cuando esta mojado
2019,SEDE 6,FACULTAD 1,LICENCIATURA 03,Los estacionamientos se llenan de lodo al llover y ha provocado que mi carro quede estancado
2019,SEDE 8,FACULTAD 3,LICENCIATURA 08,Los estacionamientos se llenan mucho
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los estacionamientos se llenan pero no veo alguna opcion de mejora.
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Los estacionamientos se quedaron cortos para los estudiantes
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Los estacionamientos sería de mucha ayuda que hubiese un área techada para los estudiantes.
2019,SEDE 2,FACULTAD 2,INGENIERIA 08,Los estacionamientos si llueve no hay forma de llegar al carro
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,los estacionamientos siempre estan llenos
2019,SEDE 7,FACULTAD 5,LICENCIATURA 21,Los estacionamientos siempre están llenos
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Los estacionamientos siempre están llenos.
2019,SEDE 1,FACULTAD 1,INGENIERIA 04,Los estacionamientos siempre son un problema
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,los estacionamientos siguen siendo un tema a la hora de buscar donde aparcarse por la poca cantidad que hay
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos son difíciles de conseguir para las clases en la tarde.
2019,SEDE 6,FACULTAD 2,TÉCNICO 05,Los estacionamientos son escasos
2019,SEDE 1,FACULTAD 6,LICENCIATURA 24,Los estacionamientos son escasos
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los estacionamientos son escasos para la cantidad de estudiantes que existen
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,"Los estacionamientos son escasos para la cantidad de estudiantes, y es irónico que construyan mas edificios y no pensaron en un area de estacionamientos de varios pisos para los estudiantes."
2019,SEDE 1,FACULTAD 6,LICENCIATURA 24,Los estacionamientos son incómodos y algunos nisiquiera pueden ser llamados estacionamientos
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,"Los estacionamientos son la calle, sugiero hacer unos estacionamientos como tal."
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos son muy escasos.
2019,SEDE 1,FACULTAD 2,TÉCNICO 04,Los estacionamientos son muy pocos
2019,SEDE 8,FACULTAD 5,INGENIERIA 25,los estacionamientos son muy pocos
2019,SEDE 1,FACULTAD 1,POSTGRADO 31,Los estacionamientos son muy pocos en comparación a la cantidad de estudiantes que vienen a la universidad con carro.
2019,SEDE 1,FACULTAD 3,INGENIERIA 16,"Los estacionamientos son muy pocos para la cantidad de estudiantes, docentes y personal con auto"
2019,SEDE 6,FACULTAD 4,LICENCIATURA 14,Los estacionamientos son pocos
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos son pocos
2019,SEDE 6,FACULTAD 3,INGENIERIA 15,"Los estacionamientos son pocos en el centro y no tienen techo. Por lo que cuando llueve, es difícil llegar al auto y también hay lodo."
2019,SEDE 2,FACULTAD 1,LICENCIATURA 04,Los estacionamientos son pocos para la cantidad de docentes y estudiantes.
2019,SEDE 8,FACULTAD 4,INGENIERIA 17,"los estacionamientos son pocos, y no hay techo"
2019,SEDE 1,FACULTAD 1,LICENCIATURA 03,"Los estacionamientos son satisfactions expeto en la noche, pero durante el dia es mui satisfactorio"
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Los estacionamientos son un problema.
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los estacionamientos suelen estar llenos
2019,SEDE 1,FACULTAD 1,INGENIERIA 04,Los estacionamientos tanto para el peatón como para los conductores es necesario tener un lugar especi----o para esto.
2019,SEDE 6,FACULTAD 3,INGENIERIA 14,Los estacionamientos traseros junto a ---- nl se aprovechan
2019,SEDE 1,FACULTAD 1,POSTGRADO 16,Los estacionamientos y el área deportiva debe mejorase con mayor luminarias en las zonas más apartadas.
2019,SEDE 8,FACULTAD 2,LICENCIATURA 06,Los estacionamientos ya están siendo pocos y los autos deben quedar fuera de la U
2019,SEDE 7,FACULTAD 3,LICENCIATURA 09,"Los estacionamientos, deberían acondicionar más (me refiero al área donde están los laboratorios"
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,"Los estacionamientos, es demasiado difícil encontrar alguno en hora pico."
2019,SEDE 1,FACULTAD 1,LICENCIATURA 02,"Los estacionamientos, más disponibilidad"
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,"Los estacionamientos, no hay manera de veri----ar, la disponibilidad"
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Los estacionamientos.
2019,SEDE 7,FACULTAD 3,LICENCIATURA 10,Los estacionamientos.
2019,SEDE 7,FACULTAD 2,LICENCIATURA 06,Los estacionamientos. Como es posible que existan estacionamientos de tierra los cuales cuando llueve se vuelve un desastre…
2019,SEDE 1,FACULTAD 3,LICENCIATURA 11,"Los estacionamientos. Nosotros no tenemos estacionamientos. Yo tengo una condición pulmonar, no puedo caminar mucho, debo llegar 2 horas antes para conseguir estacionamiento cerca."
2019,SEDE 7,FACULTAD 2,LICENCIATURA 06,Los estacionan en la parte de los talleres
2019,SEDE 6,FACULTAD 5,LICENCIATURA 22,"Los estudiantes de ---- no tenemos acceso al Wifi qué ofrece la Universidad ya que la señal llega más a otras facultades pero los de ---- nos llega muy poco y esa señal cae, no podemos usarla"
2019,SEDE 1,FACULTAD 4,INGENIERIA 19,Los estudiantes de 5to año no cuentan con un acceso para un laboratorio de energía solar por ejemplo
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,Los estudiantes de biomedica queremos nuestro propio laboratorio
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,"Los estudiantes de carreras técnicas Informáticas deberíamos tener mejor acceso a los laboratorios, mas allá de acceso a computadoras sería a equipos Como, routers, switches, hub entre otros"
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,"Los estudiantes de horario nocturno no tienen dónde comer, ya que las cafeterías cierran muy temprano."
2019,SEDE 4,FACULTAD 3,LICENCIATURA 08,los estudiantes de la noche no tienen transporte
2019,SEDE 4,FACULTAD 1,LICENCIATURA 04,Los estudiantes debemos ser mas aseados en los sanitarios.
2019,SEDE 1,FACULTAD 5,POSTGRADO 36,Los estudiantes debemos tener acceso para poder cambiar la foto del perfil.
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Los estudiantes del horario nocturno en ocasiones llegan del trabajo y buscan una opción en la cafetería hasta un poco mas tarde.
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,"Los estudiantes estamos muy agradecidos de contar con aires acondicionados en las instalaciones, sin embargo la temperatura es exageradamente fria por el turno de la noche."
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,Los estudiantes necesitamos mayor comprensión de tantos cálculos que realizamos no se aplican en el campo laboral. Mayor divulgación y laboratorios orientados a la realidad.
2019,SEDE 1,FACULTAD 5,LICENCIATURA 23,"Los estudiantes no tenemos ningún tipo de acercamiento con servicios de orientación ni bienestar estudiantil que nos hable de becas u otras actividades como labor social, etc."
2019,SEDE 1,FACULTAD 3,INGENIERIA 16,los estudiantes no tienen lugares de descanso
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,"Los estudiantes nocturnos, cuando llegamos a la facultad encontramos la secretaria ya cerrada y no podemos realizar consultas de procesos que deseemos averiguar."
2019,SEDE 1,FACULTAD 1,LICENCIATURA 01,los estudiantes nos tenemos que estacionar en las vias
2019,SEDE 1,FACULTAD 4,TÉCNICO 01,Los estudiantes que asistimos en el horario nocturno no contamos con los mismos beneficios que lo de las mañanas en cuanto a servicios sanitarios ; nunca hay papel!
2019,SEDE 6,FACULTAD 3,LICENCIATURA 08,"Los estudiantes que estudian o desarrollan tareas en la biblioteca son desalojados con frecuencia por motivos de de reuniones, esto a falta de un salón de conferencia."
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los estudiantes que viajan de lejos necesitamos un lugar donde podamos descansar o tomar una siesta!
2019,SEDE 1,FACULTAD 6,POSTGRADO 12,"los estudiantes virtuales no utilizan areas fisicas, se podemos opinar"
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los eveladores
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,"los formulario en la página de matricula, cuando hago click encima de una de las opciones del formulario y hago scroll inmediatamente después, se bugea y me vuelve para atras"
2019,SEDE 1,FACULTAD 4,POSTGRADO 08,Los grupos
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los guardias deberían de tener un control de las máquinas expendedoras y así no tener que hacer un reclamo y esperar un mes
2019,SEDE 8,FACULTAD 5,INGENIERIA 25,Los HDMI de algunos salones estan averiados deberian de solucionar esos errores para poder dar charlas bien y sin ninguna interrupcion
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Los horario de clases deberían ser mejores
2019,SEDE 2,FACULTAD 2,TÉCNICO 05,Los horarios
2019,SEDE 4,FACULTAD 1,LICENCIATURA 03,Los horarios
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,Los horarios
2019,SEDE 1,FACULTAD 5,INGENIERIA 25,los horarios
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,los horarios
2019,SEDE 1,FACULTAD 3,LICENCIATURA 08,Los horarios
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los horarios
2019,SEDE 1,FACULTAD 4,LICENCIATURA 19,Los horarios
2019,SEDE 7,FACULTAD 3,LICENCIATURA 09,Los horarios
2019,SEDE 8,FACULTAD 5,LICENCIATURA 27,Los horarios
2019,SEDE 1,FACULTAD 1,LICENCIATURA 01,Los horarios de 5:00 a 10:45 de la noche
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,los horarios de alimentación
2019,SEDE 1,FACULTAD 1,LICENCIATURA 04,Los horarios de apertura de las cafeteria son muy tarde.
2019,SEDE 6,FACULTAD 1,POSTGRADO 17,Los horarios de atencion de administrativos sea conocido
2019,SEDE 1,FACULTAD 1,LICENCIATURA 05,Los horarios de cafeteria extendidos a los estudiantes de laboratorio los fines de semana
2019,SEDE 1,FACULTAD 5,LICENCIATURA 27,Los horarios de caja no bene----ian a los que estudian en la noche
2019,SEDE 1,FACULTAD 2,POSTGRADO 20,los horarios de caja podrían ser extendidos algunos días para el pago de las materias de maestría ya que se di----ulta llegar a tiempo cuando salgo del trabajo
2019,SEDE 3,FACULTAD 5,LICENCIATURA 20,Los horarios de clases
2019,SEDE 1,FACULTAD 6,INGENIERIA 27,Los horarios de clases
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Los horarios de comida más largo
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,los horarios de la cafeteria
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los horarios de la cafetería
2019,SEDE 8,FACULTAD 5,LICENCIATURA 23,los horarios de la noche
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los horarios de las cafeterías
2019,SEDE 1,FACULTAD 1,INGENIERIA 04,Los horarios de las cafeterías en la noche deberían extenderlo un poco más
2019,SEDE 5,FACULTAD 3,INGENIERIA 15,Los horarios de los buses
2019,SEDE 8,FACULTAD 1,POSTGRADO 17,Los horarios de los cursos de inglés chocan con horas de clases de maestría
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Los horarios de los salones están demasiado desordenados
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los horarios de matrícula
2019,SEDE 1,FACULTAD 1,INGENIERIA 02,Los horarios de matriculas
2019,SEDE 6,FACULTAD 5,INGENIERIA 25,Los horarios de semestrales se deberían mostrar en alguna plataforma o----ial de la utp (omitiendo redes sociales).
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Los horarios deben cambiar
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,los horarios están bien
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Los horarios mas cómodos para los estudiantes que trabajan
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los horarios muy tediosos.
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,Los horarios no ayudan
2019,SEDE 1,FACULTAD 1,INGENIERIA 06,Los horarios no sean tan tarde por el tema de seguridad de los estudiantes que se van en transporte para el Oeste
2019,SEDE 1,FACULTAD 5,INGENIERIA 23,Los horarios podrían ser mejores
2019,SEDE 8,FACULTAD 1,INGENIERIA 01,Los horarios pueden llegar a ser muy pesados
2019,SEDE 3,FACULTAD 2,TÉCNICO 05,Los horarios que sean más tarde a la hora de entrra
2019,SEDE 1,FACULTAD 3,LICENCIATURA 10,Los horarios son incongruentes
2019,SEDE 1,FACULTAD 1,INGENIERIA 06,Los horarios tienen mucho tiempo entre hora o muy poco tiempo para comer
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,"Los implementos de taller y laboratorio, especi----amente las computadoras ninguna sirve"
2019,SEDE 1,FACULTAD 4,LICENCIATURA 15,Los implementos en los laboratorios para mi carrera y otros estás pasados de tiempo y no se puede usar.
2019,SEDE 1,FACULTAD 4,LICENCIATURA 18,Los instrumentos de laboratorio
2019,SEDE 1,FACULTAD 6,LICENCIATURA 24,Los instrumentos de laboratorio en el centro de regional de ---- son escasos y la mayoría sin acceso a internet.
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,los instrumentos de laboratorio están deteriorados
2019,SEDE 1,FACULTAD 1,INGENIERIA 04,Los instrumentos de laboratorio están muy antiguos.
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,Los instrumentos de laboratorio no funcionan en su mayoría
2019,SEDE 1,FACULTAD 3,INGENIERIA 15,Los instrumentos de laboratorio viejos y muchos no funcionan
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,"Los instrumentos de laboratorio, y utensilios de este estan limitados"
2019,SEDE 1,FACULTAD 1,INGENIERIA 01,"Los instrumentos de laboratorios deben ser cambiados, modernos y haber más cantidad"
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,"Los instrumentos de los laboratorios la mayoría esta descali----ado, deberían de invertir en cambiarlos a unos modelos nuevos y que sirvan."
2019,SEDE 2,FACULTAD 1,INGENIERIA 01,Los instrumentos en el laboratorio
2019,SEDE 7,FACULTAD 2,LICENCIATURA 07,Los instrumentos en los laboratorios son muy escasos.
2019,SEDE 6,FACULTAD 2,INGENIERIA 08,"Los instrumentos en los talleres es insufisciente, ya que la mayoría no sirve o es de la prehistoria."
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,Los instrumentos en los talleres hay muchos dañados. Y las computadoras de el salón de dibujo técnico si acaso funciona 1
2019,SEDE 5,FACULTAD 5,LICENCIATURA 21,Los instrumentos para laboratorios
2019,SEDE 1,FACULTAD 2,TÉCNICO 03,Los instrumentos utilizados para laboratorio suelen ser viejos y en algunos otros casos están dañados
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Los jabones en los baños se acababan muy a seguido
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Los lab de ---- en las materias fundamentales de la carrera seguimos usando Motores viejos y transmisiones viejas
2019,SEDE 1,FACULTAD 5,LICENCIATURA 23,Los lab deben contar con un buen wifi para poder trabajar bien en las cosas que se necesitan
2019,SEDE 7,FACULTAD 1,INGENIERIA 04,"Los lab. de química serían más provechosos si se tuvieran todos los materiales, ya que en una clase saltamos varios pasos debido a que no habia cloroformo, preguntas del tema estaban en el semestral."
2019,SEDE 1,FACULTAD 2,INGENIERIA 13,"Los laboratorio de ---- están en condiciones muy bajas, los equipos son antiguos y muchos ya no funcionan"
2019,SEDE 7,FACULTAD 5,LICENCIATURA 21,Los laboratorio de informática
2019,SEDE 8,FACULTAD 5,LICENCIATURA 23,LOS LABORATORIO DE INFORMATICAS
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los laboratorio de quimica deberia tener mas materiales
2019,SEDE 1,FACULTAD 4,LICENCIATURA 19,Los laboratorio están lejos de la actualidad tecnologica
2019,SEDE 2,FACULTAD 2,TÉCNICO 05,Los laboratorios
2019,SEDE 3,FACULTAD 1,INGENIERIA 06,Los laboratorios
2019,SEDE 6,FACULTAD 1,INGENIERIA 01,Los laboratorios
2019,SEDE 6,FACULTAD 5,LICENCIATURA 22,Los laboratorios
2019,SEDE 6,FACULTAD 2,LICENCIATURA 07,Los laboratorios
2019,SEDE 6,FACULTAD 4,LICENCIATURA 15,Los laboratorios
2019,SEDE 1,FACULTAD 5,LICENCIATURA 27,Los laboratorios
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Los laboratorios
2019,SEDE 1,FACULTAD 5,LICENCIATURA 23,los laboratorios
2019,SEDE 1,FACULTAD 4,INGENIERIA 20,Los laboratorios
2019,SEDE 1,FACULTAD 4,LICENCIATURA 14,Los laboratorios
2019,SEDE 1,FACULTAD 4,POSTGRADO 08,Los Laboratorios
2019,SEDE 8,FACULTAD 4,LICENCIATURA 15,Los laboratorios
2019,SEDE 5,FACULTAD 4,LICENCIATURA 15,Los laboratorios  y talleres
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los laboratorios a veces aparecen llenos y en realidad todavía hay espacio.
2019,SEDE 1,FACULTAD 3,INGENIERIA 14,Los laboratorios a veces no funcionan
2019,SEDE 1,FACULTAD 2,POSTGRADO 20,Los laboratorios actualizados para aprender mas sobre el funcionamiento de diferentes equipos
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los laboratorios carecen de equipo en ----
2019,SEDE 6,FACULTAD 3,INGENIERIA 15,Los laboratorios cientí----os están completamente inhabilitados y sin equipo en buenas condiciones
2019,SEDE 1,FACULTAD 5,LICENCIATURA 21,Los laboratorios con 2 Gigas de ram en estos tiempos? Son para correr XP?
2019,SEDE 1,FACULTAD 4,INGENIERIA 21,"Los laboratorios con equipos que no funcionan, se necesitan para desarrollar las capacidades técnicas, no todo es teoría."
2019,SEDE 1,FACULTAD 2,INGENIERIA 07,Los laboratorios conservan los mismo equipos de hace 30 años y na----le da importancia por renovarlos
2019,SEDE 1,FACULTAD 5,LICENCIATURA 22,Los laboratorios crear más grupos ya qué hay pocas pc
2019,SEDE 2,FACULTAD 4,LICENCIATURA 15,Los laboratorios de ----
2019,SEDE 1,FACULTAD 2,INGENIERIA 08,Los laboratorios de ---- necesitan un poco más de equipo sin daños
2019,SEDE 1,FACULTAD 5,LICENCIATURA 23,Los laboratorios de ---- no están lo suficientemente equipados para los estudiantes
2019,SEDE 7,FACULTAD 5,LICENCIATURA 22,los laboratorios de ---- no estan tan actualizados
2019,SEDE 1,FACULTAD 1,LICENCIATURA 03,los laboratorios de ---- no tienen  diferentes implementos para llevar acabo los laboratorios. algunas máquinas funcionan pero falta algún producto con el cual se usa y no se puede realizar.
2019,SEDE 6,FACULTAD 2,LICENCIATURA 07,Los laboratorios de ---- requieren actualizaron y disponibilidad de equipos de punta
2019,SEDE 1,FACULTAD 4,INGENIERIA 17,"Los laboratorios de ---- son un chiste, todo es teórico y los equipos físicos no funcionan."
